FWD 11 0 0 0 0 0 0
FWD 11 511 1023 -1 3 3 15
FWD 12 511 1023 -1 3 3 15
FWD 12 0 0 0 0 0 0
FWD 12 511 1023 -1 3 3 15
FWD 13 511 1023 -1 3 3 15
FWD 13 0 0 0 0 0 0
FWD 13 511 1023 -1 3 3 15
FWD 14 511 1023 -1 3 3 15
FWD 14 0 0 0 0 0 0
FWD 14 511 1023 -1 3 3 15
FWD 15 511 1023 -1 3 3 15
FWD 15 0 0 0 0 0 0
FWD 15 511 1023 -1 3 3 15
FWD 16 511 1023 -1 3 3 15
FWD 16 0 0 0 0 0 0
FWD 16 511 1023 -1 3 3 15
FWD 17 511 1023 -1 3 3 15
FWD 17 0 0 0 0 0 0
FWD 17 511 1023 -1 3 3 15
FWD 18 511 1023 -1 3 3 15
FWD 18 0 0 0 0 0 0
FWD 18 511 1023 -1 3 3 15
FWD 19 511 1023 -1 3 3 15
FWD 19 0 0 0 0 0 0
FWD 19 511 1023 -1 3 3 15
FWD 20 511 1023 -1 3 3 15
FWD 20 0 0 0 0 0 0
FWD 20 511 1023 -1 3 3 15
FWD 21 511 1023 -1 3 3 15
FWD 21 0 0 0 0 0 0
FWD 21 511 1023 -1 3 3 15
FWD 22 511 1023 -1 3 3 15
FWD 22 0 0 0 0 0 0
FWD 22 511 1023 -1 3 3 15
FWD 23 511 1023 -1 3 3 15
FWD 23 0 0 0 0 0 0
FWD 23 511 1023 -1 3 3 15
FWD 0 511 1023 -1 3 3 15
FWD 0 0 0 0 0 0 0
FWD 0 511 1023 -1 3 3 15
FWD 1 511 1023 -1 3 3 15
FWD 1 0 0 0 0 0 0
FWD 1 511 1023 -1 3 3 15
FWD 2 511 1023 -1 3 3 15
FWD 2 0 0 0 0 0 0
FWD 2 511 1023 -1 3 3 15
FWD 3 511 1023 -1 3 3 15
FWD 3 0 0 0 0 0 0
FWD 3 511 1023 -1 3 3 15
FWD 4 511 1023 -1 3 3 15
FWD 4 0 0 0 0 0 0
FWD 4 511 1023 -1 3 3 15
FWD 5 511 1023 -1 3 3 15
FWD 5 0 0 0 0 0 0
FWD 5 511 1023 -1 3 3 15
FWD 6 511 1023 -1 3 3 15
FWD 6 0 0 0 0 0 0
FWD 6 511 1023 -1 3 3 15
FWD 7 511 1023 -1 3 3 15
FWD 7 0 0 0 0 0 0
FWD 7 511 1023 -1 3 3 15
FWD 8 511 1023 -1 3 3 15
FWD 8 0 0 0 0 0 0
FWD 8 511 1023 -1 3 3 15
FWD 9 511 1023 -1 3 3 15
FWD 9 0 0 0 0 0 0
FWD 9 511 1023 -1 3 3 15
FWD 10 511 1023 -1 3 3 15
FWD 10 0 0 0 0 0 0
FWD 10 511 1023 -1 3 3 15
FWD 11 511 1023 -1 3 3 15
FWD 11 0 0 0 0 0 0
FWD 11 511 1023 -1 3 3 15
FWD 12 511 1023 -1 3 3 15
FWD 12 0 0 0 0 0 0
FWD 12 511 1023 -1 3 3 15
FWD 13 511 1023 -1 3 3 15
FWD 13 0 0 0 0 0 0
FWD 13 511 1023 -1 3 3 15
FWD 14 511 1023 -1 3 3 15
FWD 14 0 0 0 0 0 0
FWD 14 511 1023 -1 3 3 15
FWD 15 511 1023 -1 3 3 15
FWD 15 0 0 0 0 0 0
FWD 15 511 1023 -1 3 3 15
FWD 16 511 1023 -1 3 3 15
FWD 16 0 0 0 0 0 0
FWD 16 511 1023 -1 3 3 15
FWD 17 511 1023 -1 3 3 15
FWD 17 0 0 0 0 0 0
FWD 17 511 1023 -1 3 3 15
FWD 18 511 1023 -1 3 3 15
FWD 18 0 0 0 0 0 0
FWD 18 511 1023 -1 3 3 15
FWD 19 511 1023 -1 3 3 15
FWD 19 0 0 0 0 0 0
FWD 19 511 1023 -1 3 3 15
FWD 20 511 1023 -1 3 3 15
FWD 20 0 0 0 0 0 0
FWD 20 511 1023 -1 3 3 15
FWD 21 511 1023 -1 3 3 15
FWD 21 0 0 0 0 0 0
FWD 21 511 1023 -1 3 3 15
FWD 22 511 1023 -1 3 3 15
FWD 22 0 0 0 0 0 0
FWD 22 511 1023 -1 3 3 15
FWD 23 511 1023 -1 3 3 15
FWD 23 0 0 0 0 0 0
FWD 23 511 1023 -1 3 3 15
